site,class,newgroup,month,season,med,mean,s80th,BG,TC,n2med,n2mean,n2BG,n2TC,rainfall
s1160127,reference,Moderate disturbance ,Jun-21,Dry,4.247,4.197,5.03,3.82461895,94.75998457,1.446212851,1.434369984,1.341458841,4.551347216,1.286666667
s1160127,reference,Moderate disturbance ,Jul-21,Dry,4.164,4.163,5.027,1.43128045,97.16329952,1.426476151,1.426235968,0.358569463,4.576393063,1.093548387
s1160127,reference,Moderate disturbance ,Aug-21,Dry,4.717,4.693,5.523,3.09166977,95.45016735,1.551173004,1.546072037,1.128711324,4.558604303,1.761290323
s1160127,reference,Moderate disturbance ,Sep-21,Dry,6.555,6.432,7.388,4.59683281,93.93587747,1.880228117,1.861285532,1.525367547,4.542612395,0.65
s1160127,reference,Moderate disturbance ,Oct-21,Dry,7.257,7.229,8.253,3.27608363,95.22636496,1.98196652,1.978100714,1.186648694,4.556256846,0.2
s1160127,reference,Moderate disturbance ,Nov-21,Wet,20.22,20.21,21.49,5.31095545,93.1959624,3.006672214,3.006177531,1.669771753,4.534704399,4.4
s1160127,reference,Moderate disturbance ,Jun-22,Dry,5.301,9.84,13.196,1.61504911,97.00832185,1.667895482,2.286455711,0.479365365,4.574796767,1.46
s1160127,reference,Moderate disturbance ,Jul-22,Dry,1.524,1.772,2.863,1.28708544,97.3328205,0.421338457,0.572108852,0.252380313,4.578136245,2.077419355
s1160127,reference,Moderate disturbance ,Aug-22,Dry,2.387,2.448,3.57,2.59639271,95.97049089,0.870037347,0.895271365,0.954123062,4.564040758,0.590322581
s1160127,reference,Moderate disturbance ,Sep-22,Dry,5.511,27.201,51.52,4.41159051,94.07991609,1.706746095,3.303253737,1.484235284,4.544144592,1.253333333
s1160127,reference,Moderate disturbance ,Oct-22,Dry,10.586,64.03,120.79,4.49386669,94.00506159,2.359532373,4.159351724,1.502713509,4.543348628,4.432258065
s1160127,reference,Moderate disturbance ,Nov-22,Wet,4.335,4.508,5.74,5.36981974,93.1311922,1.46672161,1.505853596,1.68079434,4.534009168,4.08
s1160127,reference,Moderate disturbance ,Dec-22,Wet,4.045,4.801,5.479,3.56870816,94.93341329,1.397481551,1.56882423,1.27220367,4.553175733,2.909677419
s1160127,reference,Moderate disturbance ,Jan-23,Wet,13.947,25.242,31.564,6.03866454,92.47809009,2.635264431,3.228509274,1.798182885,4.526971753,14.20967742
s1160127,reference,Moderate disturbance ,Feb-23,Wet,22.426,29.875,35.764,2.08795832,96.42021624,3.110221,3.39702201,0.736186708,4.568715892,10.61071429
s1160127,reference,Moderate disturbance ,Mar-23,Wet,10.702,14.355,16.066,2.42451449,96.1084368,2.37043064,2.664098314,0.885631294,4.565477104,6.067741935
s1160127,reference,Moderate disturbance ,Apr-23,Dry,3.844,3.827,5.215,1.3870738,97.15719174,1.346513491,1.342081206,0.327196348,4.5763302,1.706666667
s1160127,reference,Moderate disturbance ,May-23,Dry,2.747,2.805,4.024,1.46573568,97.08692306,1.010509407,1.031403539,0.382357287,4.575606691,0.7
s1160127,reference,Moderate disturbance ,Jun-23,Dry,1.779,2.027,3.121,2.35186987,96.20631169,0.576051409,0.706556867,0.855210701,4.566494966,0.746666667
s1160127,reference,Moderate disturbance ,Jul-23,Dry,2.773,15.611,6.726,0.77981147,97.8891755,1.019929767,2.747975794,-0.248703094,4.583835977,1.603225806
s1160127,reference,Moderate disturbance ,Oct-23,Dry,2.982,5.033,4.54,3.89601574,94.60693461,1.092594216,1.616016228,1.359954426,4.549730778,0.848387097
s1160127,reference,Moderate disturbance ,Dec-23,Wet,3.735,3.833,5.226,5.40451465,93.10318853,1.317747819,1.343647786,1.687234651,4.533708432,9.603333333
s1160129,impact,High disturbance,Dec-20,Wet,58.88,63.44,86.89,20.51571374,78.03123817,4.075501474,4.150094577,3.021191116,4.357109236,9.364516129
s1160129,impact,High disturbance,Jan-21,Wet,75.88,85.61,110.74,13.24641298,85.3106675,4.329153145,4.449802099,2.583726797,4.446299505,20.52580645
s1160129,impact,High disturbance,Feb-21,Wet,97.67,94.29,104.94,9.14395976,89.36666377,4.581594449,4.546375139,2.213093526,4.492747724,20.35
s1160129,impact,High disturbance,Mar-21,Wet,60.62,71.85,80.39,7.37436383,91.12427506,4.104624872,4.274580613,1.998009638,4.512224235,11.82580645
s1160129,impact,High disturbance,Apr-21,Dry,80.11,82.52,98.79,5.07156048,93.43744229,4.38340069,4.413040688,1.623648557,4.537292146,20.49
s1160129,impact,High disturbance,May-21,Dry,40.29,42.89,46.39,5.16585911,93.34133433,3.696103299,3.758638699,1.642071422,4.536263036,0.74516129
s1160129,impact,High disturbance,Jun-21,Dry,30.73,30.75,32.01,6.22724208,92.30658575,3.425239376,3.425889994,1.828933551,4.525115491,1.226666667
s1160129,impact,High disturbance,Jul-21,Dry,77.92,89.17,97.1,6.31769299,92.21324396,4.355682659,4.49054466,1.843354108,4.524103764,1.209677419
s1160129,impact,High disturbance,Aug-21,Dry,39.504,39.698,41.812,8.66135075,89.85771928,3.676401933,3.681300809,2.158870686,4.498227523,1.551612903
s1160129,impact,High disturbance,Sep-21,Dry,48.36,49.1,51.99,13.56859996,84.96653233,3.878673026,3.893859035,2.607758297,4.442257442,0.56
s1160129,impact,High disturbance,Oct-21,Dry,47.02,48.91,58.16,15.35457023,83.14664506,3.850573043,3.889981875,2.731413165,4.420605857,0.312903226
s1160129,impact,High disturbance,Nov-21,Wet,61.22,72.93,90.36,14.63441609,83.88275329,4.114473934,4.289500077,2.683376021,4.42942003,7.773333333
s1160129,impact,High disturbance,Dec-21,Wet,76.14,76.39,86.63,14.22685424,84.26876335,4.332573751,4.335851798,2.655131322,4.434011255,3.296774194
s1160129,impact,High disturbance,Jan-22,Wet,70.98,72.88,76.71,9.2648792,89.22790218,4.262398147,4.288814253,2.226230821,4.491193795,5.519354839
s1160129,impact,High disturbance,Feb-22,Wet,102.57,112.34,130.47,6.12904176,92.37261545,4.630545492,4.721529987,1.813038418,4.525830565,6.664285714
s1160129,impact,High disturbance,Mar-22,Wet,79.55,87.1,100.84,7.46571408,91.04073065,4.376385755,4.467056884,2.010321083,4.511306996,3.458064516
s1160129,impact,High disturbance,Apr-22,Dry,71.111,86.901,100.99,7.9457478,90.56558251,4.264242037,4.46476954,2.072636918,4.506074257,11.18
s1160129,impact,High disturbance,May-22,Dry,80.74,88.99,110.98,4.37567588,94.15376639,4.391234115,4.488524004,1.476060995,4.544929258,7.132258065
s1160129,impact,High disturbance,Jun-22,Dry,38.23,38.73,46.59,6.90078658,91.61034431,3.643620548,3.656614494,1.931635402,4.517544194,0.45
s1160129,impact,High disturbance,Jul-22,Dry,36.62,47.14,53.45,7.04913444,91.46077348,3.600594539,3.853121898,1.952904835,4.515910175,1.861290323
s1160129,impact,High disturbance,Aug-22,Dry,28.07,28.07,29.49,9.66909021,88.84521191,3.33470139,3.33470139,2.268934221,4.486895664,0.680645161
s1160129,impact,High disturbance,Sep-22,Dry,69.81,80.4,81.05,14.91957211,83.5899366,4.245777266,4.387014176,2.702673915,4.425923137,1.16
s1160129,impact,High disturbance,Oct-22,Dry,106.69,124.15,157.09,12.91061453,85.59441341,4.669927433,4.821490512,2.558049805,4.449620017,4.864516129
s1160129,impact,High disturbance,Nov-22,Wet,88.02,88.51,104.62,13.8313215,84.68086785,4.477564061,4.48311554,2.626935694,4.438889695,5.83
s1160129,impact,High disturbance,Dec-22,Wet,91.75,91.61,100.31,12.13392641,86.37937727,4.519067487,4.517540436,2.496005365,4.458748958,4.712903226
s1160129,impact,High disturbance,Jan-23,Wet,105.41,107.79,115.98,10.88916444,87.64269363,4.657857508,4.68018489,2.387768207,4.473268249,14.87741935
s1160129,impact,High disturbance,Feb-23,Wet,77.96,81.01,85.74,6.73628553,91.76327385,4.356195875,4.394572604,1.907508665,4.519212151,11.77142857
s1160129,impact,High disturbance,Mar-23,Wet,66.69,69.7,73.76,5.9585849,92.55576739,4.200055017,4.244200318,1.78483302,4.527811354,5.780645161
s1160129,impact,High disturbance,Apr-23,Dry,65.58,70.24,71.81,5.64363583,92.86210961,4.183270771,4.251917949,1.730528509,4.531115701,3.61
s1160129,impact,High disturbance,May-23,Dry,39.19,42.94,53.66,7.00994402,91.50383029,3.668421612,3.759803792,1.947329715,4.516380832,1.387096774
s1160129,impact,High disturbance,Jun-23,Dry,27.23,27.49,28.63,6.7813118,91.74340805,3.304319307,3.313822302,1.914170564,4.518995637,0.93
s1160129,impact,High disturbance,Jul-23,Dry,27.11,26.93,28.59,6.53771361,91.99977902,3.299902664,3.293240907,1.877587503,4.521786175,2.032258065
s1160129,impact,High disturbance,Aug-23,Dry,20.54,20.62,22.15,10.28246299,88.20799883,3.022374205,3.026261479,2.330439822,4.479697649,0.106451613
s1160129,impact,High disturbance,Sep-23,Dry,22.04,22.54,24.81,12.86711541,85.63462411,3.092858984,3.115291509,2.554674864,4.450089689,0.573333333
s1160129,impact,High disturbance,Oct-23,Dry,41.84,47.92,51.9,17.82953537,80.6652116,3.73385282,3.869532954,2.880856373,4.390307399,1.109677419
s1160129,impact,High disturbance,Dec-23,Wet,33.9,60.14,101.02,15.60691461,82.88834989,3.523415014,4.096675178,2.74771406,4.41749452,8.920689655
s1160130,reference,Minimal disturbance,May-21,Dry,4.1805,5.23,5.365,1.35404602,97.27969948,1.430430857,1.654411278,0.303097162,4.577590329,0.183870968
s1160130,reference,Minimal disturbance,Jun-21,Dry,3.442,3.407,4.362,4.45063879,94.27061556,1.236052698,1.225832139,1.493047634,4.546169535,0.836666667
s1160130,reference,Minimal disturbance,Jul-21,Dry,3.91,3.796,4.68,0.45368381,98.28901807,1.363537374,1.333947881,-0.790354777,4.587912302,0.35483871
s1160130,reference,Minimal disturbance,Aug-21,Dry,4.0755,3.955891,5.1005,2.73098901,95.92681319,1.404993439,1.37520586,1.004663818,4.563585538,0.696774194
s1160130,reference,Minimal disturbance,Sep-21,Dry,5.957,5.848,6.722,3.24297371,95.39075249,1.784566999,1.766099722,1.176490721,4.55798164,0.633333333
s1160130,reference,Minimal disturbance,Oct-21,Dry,8.159,8.141,9.231,1.60289855,96.91808444,2.099121612,2.096913023,0.471813584,4.573866131,0.480645161
s1160130,reference,Minimal disturbance,Nov-21,Wet,8.843,9.244,10.256,3.24695474,95.25952046,2.179626186,2.223974692,1.177717554,4.556604961,4.326666667
s1160130,reference,Minimal disturbance,Dec-21,Wet,8.986,8.982,10.059,1.62028986,96.88872085,2.195667811,2.195222575,0.482605059,4.573563112,2.558064516
s1160130,reference,Minimal disturbance,Jan-22,Wet,10.19,11.97,12.835,2.04965883,96.4975992,2.321406847,2.48240352,0.717673355,4.569518129,5.693548387
s1160130,reference,Minimal disturbance,Feb-22,Wet,8.711,11.699,11.527,0.77354912,97.91275761,2.164586595,2.459503368,-0.256766107,4.584076854,4.507142857
s1160130,reference,Minimal disturbance,Mar-22,Wet,6.704,7.551,9.132,0.53522369,98.20390674,1.902704363,2.021680005,-0.625070507,4.587045998,2.287096774
s1160130,reference,Minimal disturbance,Apr-22,Dry,4.869,8.729,8.169,2.20722433,96.50396071,1.582888577,2.166650816,0.791735767,4.569584051,6.45
s1160130,reference,Minimal disturbance,May-22,Dry,4.49,7.631,6.836,0.688551833,98.03704175,1.501852702,2.032218898,-0.37316468,4.585345384,5.64516129
s1160130,reference,Minimal disturbance,Jun-22,Dry,1.5995,2.6733,3.231,0.31554994,98.52768648,0.46969108,0.983313664,-1.153438321,4.59033759,1.176666667
s1160130,reference,Minimal disturbance,Jul-22,Dry,2.132,3.0076,4.9428,0.38294378,98.42627921,0.757060506,1.101142419,-0.959867089,4.589307834,2.129032258
s1160130,reference,Minimal disturbance,Aug-22,Dry,0.998,1.225,1.944,0.69906589,98.08608937,-0.002002003,0.202940844,-0.358010278,4.585845556,0.277419355
s1160130,reference,Minimal disturbance,Sep-22,Dry,3.546,3.541,4.641,2.35316369,96.28318432,1.265820208,1.264409173,0.855760674,4.567293686,1.156666667
s1160130,reference,Minimal disturbance,Oct-22,Dry,7.338,11.571,9.716,1.24385633,97.27561437,1.993066326,2.448501968,0.218216497,4.577548335,4.625806452
s1160130,reference,Minimal disturbance,Nov-22,Wet,11.995,12.673,16.109,2.35078204,96.16321897,2.484489896,2.539473746,0.854748056,4.566046945,6.946666667
s1160130,reference,Minimal disturbance,Dec-22,Wet,16.01,20.52,26.42,1.14669187,97.36332703,2.773213527,3.02140002,0.136881162,4.578449621,6.206451613
s1160130,reference,Minimal disturbance,Jan-23,Wet,12.499,22.402,25.674,3.94467829,94.61395069,2.525648641,3.109150241,1.372367402,4.549804935,12.32580645
s1160130,reference,Minimal disturbance,Feb-23,Wet,15.966,20.327,23.472,0.6659942,97.88362124,2.770461461,3.011950052,-0.406474317,4.583779235,10.825
s1160130,reference,Minimal disturbance,May-23,Dry,4.952,4.988,5.923,0.4791614,98.26117706,1.599791535,1.607035028,-0.735717786,4.587629006,1.567741935
s1160130,reference,Minimal disturbance,Jun-23,Dry,6.276,6.712,10.01,4.33174534,94.25682113,1.836732835,1.903896969,1.465970542,4.546023196,0.433333333
s1160130,reference,Minimal disturbance,Jul-23,Dry,15.03,14.3,15.42,2.48748736,96.29019212,2.710048204,2.660259537,0.911273109,4.567366466,2.35483871
s1160130,reference,Minimal disturbance,Sep-23,Dry,15.96,15.96,15.96,1.61701323,96.99306869,2.770085592,2.770085592,0.480580762,4.574639519,1.003333333
s1160130,reference,Minimal disturbance,Dec-23,Wet,15.78,17.35,17.51,1.80387195,96.70264457,2.758743315,2.853592506,0.589935438,4.57164075,8.34
s1160131,end of system,Moderate disturbance ,Jun-21,Dry,9.169,9.283,9.931,4.70930233,93.92239635,2.215828229,2.22818477,1.549539772,4.542468871,0.3
s1160131,end of system,Moderate disturbance ,Jul-21,Dry,8.87,8.883,9.62,2.64121428,96.01525594,2.182674796,2.184139338,0.971238766,4.564507095,11.3
s1160131,end of system,Moderate disturbance ,Aug-21,Dry,15.769,16.512,20.109,3.8172956,94.80204403,2.758045987,2.804087389,1.339542214,4.551790971,28.8
s1160131,end of system,Moderate disturbance ,Sep-21,Dry,33.62,49.52,49.65,10.31453508,88.23346761,3.515121128,3.902376628,2.333554073,4.479986342,27.5
s1160131,end of system,Moderate disturbance ,Mar-22,Wet,55.47,99.28,125.83,2.4834944,96.15013529,4.015842334,4.597944141,0.909666601,4.565910879,99.3
s1160131,end of system,Moderate disturbance ,Apr-22,Dry,42.14,46.73,49.52,3.70826509,94.94060487,3.740997408,3.844386357,1.310564137,4.553251484,232
s1160131,end of system,Moderate disturbance ,May-22,Dry,29.8,35.69,33.09,2.18193839,96.46538582,3.394508394,3.574870538,0.780213651,4.569184248,214.2
s1160131,end of system,Moderate disturbance ,Jun-22,Dry,32.14,32.72,33.62,2.15119783,96.57412988,3.47010136,3.487986512,0.766024817,4.570310899,45.8
s1160131,end of system,Moderate disturbance ,Jul-22,Dry,35.24,36.28,36.21,2.50127758,96.19512195,3.562181801,3.591266625,0.916801633,4.566378649,62.7
s1160131,end of system,Moderate disturbance ,Aug-22,Dry,38.13,92.47,40.27,3.56848295,95.11054488,3.641001374,4.526884268,1.272140561,4.555039845,6.9
s1160131,end of system,Moderate disturbance ,Sep-22,Dry,45.16,51.32,49.4,5.59425456,92.98207171,3.810211739,3.93808054,1.7217401,4.532406697,38.6
s1160131,end of system,Moderate disturbance ,Oct-22,Dry,77.59,85.18,85.06,4.61510305,93.8988621,4.351438553,4.444766664,1.529334197,4.542218268,154.7
s1160131,end of system,Moderate disturbance ,Nov-22,Wet,79.18,94.52,96.4,6.37525692,92.13075099,4.371723742,4.548811452,1.852424391,4.523208775,258.9
s1160131,end of system,Moderate disturbance ,Dec-22,Wet,92.81,98.2,99.42,4.13158098,94.37502899,4.530554393,4.587006215,1.418660138,4.547276515,298.7
s1160131,end of system,Moderate disturbance ,Jan-23,Wet,131.11,126.2,138.13,4.45233742,94.08540088,4.876036666,4.83786795,1.493429221,4.54420289,393.6
s1160131,end of system,Moderate disturbance ,Feb-23,Wet,92.01,97.14,104.81,1.47603892,97.05301446,4.521897267,4.576153237,0.389362094,4.57525737,364
s1160131,end of system,Moderate disturbance ,Mar-23,Wet,78.91,85.13,87,2.52346993,96.05087812,4.368307963,4.4441795,0.925634911,4.564878031,222.2
s1160131,end of system,Moderate disturbance ,Apr-23,Dry,80.9,86.08,85.56,1.62713568,97.04267491,4.393213824,4.455277096,0.486821218,4.575150829,90.2
s1160131,end of system,Moderate disturbance ,May-23,Dry,78.58,75.79,81.15,2.20052709,96.4492675,4.364117214,4.327966358,0.788696918,4.569017145,56
s1160131,end of system,Moderate disturbance ,Jun-23,Dry,66,66.57,66.98,4.65356623,93.91800097,4.189654742,4.198254026,1.537633857,4.542422071,24
s1160131,end of system,Moderate disturbance ,Jul-23,Dry,64.34,65.44,65.99,4.06604142,94.61117624,4.164181522,4.181133692,1.402669902,4.549775611,69.2
s1160131,end of system,Moderate disturbance ,Sep-23,Dry,147.17,163.22,196.88,4.32593738,94.24483958,4.991588381,5.095098984,1.464628852,4.545896072,39.8
s1160131,end of system,Moderate disturbance ,Dec-23,Wet,176.36,171.08,232.98,7.86927896,90.63348541,5.17252736,5.142131283,2.062966439,4.506823741,230.1
s1160133,impact,Minimal disturbance,Jun-21,Dry,9.28,12.462,12.335,6.05769231,92.73717949,2.227861547,2.522684014,1.801328921,4.529769465,2.603333333
s1160133,impact,Minimal disturbance,Jul-21,Dry,13.129,21.215,21.373,1.23461614,97.58009377,2.574823524,3.054708479,0.210760104,4.580673515,2.712903226
s1160133,impact,Minimal disturbance,Aug-21,Dry,7.696,8.542,10.293,4.45153061,94.18622449,2.040700713,2.144995172,1.493247994,4.545273934,2.251612903
s1160133,impact,Minimal disturbance,Sep-21,Dry,7.613,8.125,10.139,6.02785515,92.54178273,2.029857312,2.094945728,1.796391251,4.527660248,0.336666667
s1160133,impact,Minimal disturbance,Oct-21,Dry,10.403,11.202,12.713,3.2921907,95.20142342,2.342094226,2.416092334,1.191553209,4.555994894,0.55483871
s1160133,impact,Minimal disturbance,Nov-21,Wet,69.83,99.39,105.19,4.7361021,93.78066191,4.246063717,4.599051505,1.555214456,4.540958672,6.053333333
s1160133,impact,Minimal disturbance,Dec-21,Wet,54.19,62.62,71.09,3.33943049,95.18716631,3.99249639,4.137084716,1.20580028,4.555845125,3.983870968
s1160133,impact,Minimal disturbance,Jan-22,Wet,24.221,40.155,48.044,2.13112996,96.4504241,3.187220025,3.692746966,0.756652337,4.569029136,6.051612903
s1160133,impact,Minimal disturbance,Feb-22,Wet,19.366,31.062,39.608,1.41132885,97.28049137,2.963518951,3.435985207,0.344531707,4.577598469,11.24285714
s1160133,impact,Minimal disturbance,Mar-22,Wet,7.051,12.629,11.102,1.65574729,97.0227162,1.953169451,2.535995757,0.504252442,4.574945139,4.935483871
s1160133,impact,Minimal disturbance,Apr-22,Dry,18.034,26.237,37.952,2.94115102,95.62353959,2.892258865,3.267170628,1.078801008,4.56041902,13.73
s1160133,impact,Minimal disturbance,May-22,Dry,17.105,27.976,28.61,1.36457926,97.42348337,2.839370818,3.331347,0.310846147,4.579067284,11.25483871
s1160133,impact,Minimal disturbance,Jul-22,Dry,0,3.389,1.269,1.51631497,97.29972646,0,1.220534893,0.416283029,4.577796178,3.4
s1160133,impact,Minimal disturbance,Aug-22,Dry,0.706,5.343,3.554,6.98630137,91.69207861,-0.348140041,1.675787293,1.943951285,4.518435992,1.432258065
s1160133,impact,Minimal disturbance,Sep-22,Dry,5.571,14.383,9.841,2.34507148,96.24815651,1.717574571,2.666046954,0.852315883,4.56692982,1.303333333
s1160133,impact,Minimal disturbance,Oct-22,Dry,12.104,32.324,29.696,2.98573709,95.52261841,2.493535976,3.475809988,1.093846648,4.559363061,4.258064516
s1160133,impact,Minimal disturbance,Nov-22,Wet,32.239,58.233,72.772,3.57525773,94.96789396,3.4731769,4.064452204,1.274037266,4.553538876,7.07
s1160133,impact,Minimal disturbance,Dec-22,Wet,43.37,54.03,65.41,2.87784063,95.68621614,3.769767958,3.989539448,1.057040232,4.561074256,6.412903226
s1160133,impact,Minimal disturbance,Jan-23,Wet,36.4,49.849,79.287,3.36144578,95.22891566,3.594568775,3.908998436,1.212371173,4.556283632,18.66774194
s1160133,impact,Minimal disturbance,Mar-23,Wet,24.052,38.341,48.783,1.59482317,97.01383906,3.180218153,3.64651982,0.466762865,4.574853639,7.196774194
s1160133,impact,Minimal disturbance,Apr-23,Dry,25.59,37.23,34.41,1.41532612,97.31978161,3.24220165,3.617114888,0.347359978,4.578002274,4.466666667
s1160133,impact,Minimal disturbance,May-23,Dry,31.35,35.01,34.68,1.6328125,97.10761719,3.445214267,3.555633735,0.490303988,4.575819819,1.180645161
s1160133,impact,Minimal disturbance,Jun-23,Dry,30.61,39.17,34.26,2.53941909,96.20569057,3.421326753,3.667911148,0.93193535,4.566488509,1.736666667
s1160133,impact,Minimal disturbance,Jul-23,Dry,38.01,43.31,46.2,1.89297285,96.86113284,3.637849283,3.768383555,0.63814853,4.573278333,2.606451613
s1160133,impact,Minimal disturbance,Aug-23,Dry,38.25,54.35,42.17,2.22394462,96.42039582,3.64414356,3.995444614,0.799282475,4.568717754,0.177419355
s1160133,impact,Minimal disturbance,Oct-23,Dry,23.87,25.82,29.59,4.15022465,94.31344013,3.17262244,3.251149385,1.423162465,4.546623705,0.773333333
s1160134,impact,High disturbance,May-21,Dry,12.809,14.149,14.962,6.39805825,92.1125331,2.550148049,2.64964395,1.855994546,4.523011015,0.825806452
s1160134,impact,High disturbance,Jun-21,Dry,10.562,10.591,11.68,7.76961603,90.78297162,2.357262654,2.360004584,2.050220746,4.508471731,1.606666667
s1160134,impact,High disturbance,Jul-21,Dry,13.96,14.1,15.52,6.48847139,92.02732707,2.636196097,2.646174797,1.87002697,4.522085566,1.922580645
s1160134,impact,High disturbance,Aug-21,Dry,13.448,13.583,14.862,7.1358209,91.37761194,2.598830396,2.608819011,1.965127297,4.515000503,1.85483871
s1160134,impact,High disturbance,Sep-21,Dry,14.648,14.904,16.317,11.39605735,87.12007168,2.684303807,2.701629633,2.433267449,4.467287301,0.256666667
s1160134,impact,High disturbance,Oct-21,Dry,12.706,12.741,14.14,13.05278592,85.4516129,2.542074323,2.54482514,2.569001591,4.447950285,0.332258065
s1160134,impact,High disturbance,Nov-21,Wet,34.516,34.882,45.228,15.17937972,83.32816429,3.541422985,3.551970937,2.719937909,4.422786599,7.19
s1160134,impact,High disturbance,Dec-21,Wet,36.59,36.33,39.04,13.27995008,85.24126456,3.599774979,3.592643846,2.586255385,4.445485642,3.683870968
s1160134,impact,High disturbance,Jan-22,Wet,31.14,36.8,34.95,9.77658697,88.72341302,3.438493166,3.605497845,2.279990443,4.485523812,6.461290323
s1160134,impact,High disturbance,Feb-22,Wet,71.88,81.09,94.83,7.92987013,90.60909091,4.274998062,4.395559649,2.070636658,4.506554549,9.864285714
s1160134,impact,High disturbance,Mar-22,Wet,31.89,32.86,36.86,9.39683933,89.10316066,3.462292481,3.492256113,2.240373391,4.489794807,3.796774194
s1160134,impact,High disturbance,Apr-22,Dry,18.841,49.051,90.036,5.48648649,93.04324324,2.936035346,3.892860573,1.702288067,4.533064366,13.93333333
s1160134,impact,High disturbance,May-22,Dry,64.28,77.49,113.52,6.89579832,91.63277311,4.163248541,4.350148896,1.930912287,4.517788993,8.674193548
s1160134,impact,High disturbance,Jun-22,Dry,20.779,20.61,23.794,7.16295265,91.36258125,3.033942861,3.025776395,1.968922277,4.514835999,0.756666667
s1160134,impact,High disturbance,Oct-22,Dry,28.7,41,55.78,10.99557196,87.52250923,3.356897123,3.713572067,2.397492643,4.471896009,4.961290323
s1160134,impact,High disturbance,Nov-22,Wet,30.84,34.38,37.28,12.47992617,86.03507153,3.428812549,3.537475,2.524121447,4.454755022,4.836666667
s1160134,impact,High disturbance,Dec-22,Wet,61.41,63.87,79.87,12.80427553,85.69881235,4.117572688,4.156849768,2.549779141,4.450838967,5.703225806
s1160134,impact,High disturbance,Jan-23,Wet,86.62,85.74,100.65,20.64035088,77.90350877,4.461530736,4.451319461,3.02724794,4.355470994,16.66451613
s1160134,impact,High disturbance,Feb-23,Wet,71.02,71.65,87.15,6.06716418,92.36007462,4.262961528,4.271793154,1.80289131,4.525694792,12.625
s1160134,impact,High disturbance,Mar-23,Wet,53.9,54.19,63.82,5.3598234,93.13245033,3.987130478,3.99249639,1.678931027,4.534022677,5.74516129
s1160134,impact,High disturbance,Apr-23,Dry,27.86,34.36,47.13,6.78936521,91.70733718,3.327191968,3.536893097,1.915357448,4.518602389,3.943333333
s1160134,impact,High disturbance,May-23,Dry,14.178,16.404,19.456,8.61808196,89.87874947,2.651691467,2.797525208,2.153862549,4.498461534,1.425806452
s1160134,impact,High disturbance,Jun-23,Dry,12.418,14.063,16.613,4.67829457,93.89534883,2.519147033,2.643547235,1.542933635,4.542180852,1.493333333
s1160134,impact,High disturbance,Jul-23,Dry,26.19,26.27,28.23,7.53025549,90.98610489,3.265377659,3.268427604,2.018928971,4.510706801,2.612903226
s1160134,impact,High disturbance,Aug-23,Dry,17.12,18.51,18.51,11.04946414,87.44641385,2.840247371,2.918311127,2.402381933,4.471026193,0.109677419
s1160134,impact,High disturbance,Dec-23,Wet,57.78,58.26,60.91,7.9327948,90.56974665,4.056642695,4.064915752,2.071005407,4.506120235,9.993333333
